EventId,EventTemplate,Occurrences
e5888502,[14:44:30.117] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
80a8f0cd,[14:45:00.978] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
b175a16a,[14:45:01.085] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
aa9834a4,[14:45:06.489] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
35cdac3b,[14:45:06.492] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2306,1
07a3a8ae,FA||Url||taskID[2019353157] dealloc,1
61ca6f3b,FA||Url||taskID[2019353158] dealloc,1
1e996c0e,FA||Url||taskID[2019353159] dealloc,1
d01c2636,FA||Url||taskID[2019353160] dealloc,1
0e98b634,FA||Url||taskID[2019353161] dealloc,1
d3e6d9cd,FA||Url||taskID[2019353162] dealloc,1
7c2a6da3,FA||Url||taskID[2019353163] dealloc,1
d40fac2b,FA||Url||taskID[2019353164] dealloc,1
2b3a4766,FA||Url||taskID[2019353165] dealloc,1
c7966b36,FA||Url||taskID[2019353166] dealloc,1
3a4d6fc0,15:33:29.009 : BTLE scanner Powered Off,1
ccd52091,15:33:29.010 : BTLE scanner Powered Off,1
3cf094bb,15:33:54.425 : BTLE scanner Powered ,2
39769a58,15:33:54.426 : BTLE scanner Powered On,1
74cc724e,handle_will_sleep_auth_and_shield_windows: NULL shield_window (lock state: 1),5
f36a6284,15:33:55.456 : Starting AirDrop server for user 501 on wake,1
6ee23a19,15:33:55.459 : Scanning mode Contacts Only,1
c1f34567,<*>(32422) deny network-outbound /private/var/run/mDNSResponder,6
a1a49dd1,-[SOAPParser:0x7ff2f21013e0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
eb43a648,FA||Url||taskID[2019353167] dealloc,1
299f4b61,FA||Url||taskID[2019353168] dealloc,1
5fc80404,FA||Url||taskID[2019353169] dealloc,1
34d0f550,2017-07-02  GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2]     ,3
b5fdc824,2017-07-02  GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2]       ,9
93f53832,2017-07-02  GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2]         ,6
f52c666d,2017-07-02  GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2]          ,2
0deb5056,2017-07-02  GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2]      ,12
6378f059,2017-07-02  GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2]        ,3
9394cf73,FA||Url||taskID[2019353170] dealloc,1
00d9ec1c,FA||Url||taskID[2019353171] dealloc,1
ed4c709e,Session 101741 created,1
6ec8734d,32: Could not write data to client PID[30311](<*>) because of error - aborting connection,1
97af16f9,"32: DNSServiceCreateConnection: 0 registered records, 1 kDNSServiceFlagsShareConnection operation PID[30311](<*>)",1
f1958d65,FA||Url||taskID[2019353172] dealloc,1
af2a74a5,Session 101680 destroyed,1
3f1155da,FA||Url||taskID[2019353173] dealloc,1
b97d106c,FA||Url||taskID[2019353174] dealloc,1
7853544d,FA||Url||taskID[2019353175] dealloc,1
a27b5f79,FA||Url||taskID[2019353176] dealloc,1
99acdcc0,FA||Url||taskID[2019353177] dealloc,1
189a7c6d,FA||Url||taskID[2019353178] dealloc,1
a8fae662,FA||Url||taskID[2019353179] dealloc,1
77578d21,FA||Url||taskID[2019353180] dealloc,1
c4b93e92,FA||Url||taskID[2019353181] dealloc,1
c5908e46,FA||Url||taskID[2019353182] dealloc,1
7674319d,FA||Url||taskID[2019353183] dealloc,1
f7928011,GVA warning: addNewReferenceEntry_MMCO mmcoFunc1 not found requested  curr = ,5
0031d5e8,GVA warning: addNewReferenceEntry_MMCO force release ,2
4f2d8ad3,Sandbox: <*>(9854) deny(1) file-read-data ,39
b0df6c0c,[17:00:05.347] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
f1d5db2d,[17:00:08.046] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
84a9b834,[17:00:10.017] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
0b6aea9b,[17:00:12.598] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
47e1c212,[17:00:15.569] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
612d9aae,[17:00:17.154] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
ad60f5c1,[17:00:19.608] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
4a5bce0b,[17:00:22.341] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
b1df99a5,[17:00:29.587] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
ae6f53e3,[17:00:30.749] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
365c28f5,[17:00:41.744] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
604b3e5f,[17:00:49.596] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
17ad948f,[17:00:52.481] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
22f811c4,FA||Url||taskID[2019353184] dealloc,1
8aa3f283,[17:01:15.392] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
e05dce5f,[17:01:17.092] CMSampleBufferCallForEachSample signalled err=1 (err) ([aborting loop early due to error from callback]) at /Library/Caches/<*>/Sources/CoreMedia_frameworks/<*>/Sources/Core/FigSampleBuffer/FigSampleBuffer.c line 3678,1
fd00420a,[17:01:19.324] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
d2a29aa5,[17:01:22.104] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
4e799611,[17:01:26.374] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
10e98b71,[17:02:22.281] fragManifold_PushBytes signalled err=-16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,1
b1318b90,FA||Url||taskID[2019353185] dealloc,1
91c1f317,FA||Url||taskID[2019353186] dealloc,1
785abc91,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, ",22
4ea61801,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of  bytes @  took  secs. to complete,  reads >= 1 sec.",61
8891a09d,[17:13:22.411] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
4f00d07c,[17:13:22.425] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
0927d2be,[17:13:22.438] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
19b64fce,[17:13:22.452] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
f9589a6f,[17:13:22.455] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7f9241370200) rejecting report of layer being serviced - IQ has not yet begun to update,1
32160771,[17:13:42.691] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
af34c27d,[17:13:42.735] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
dff0ac0b,[17:13:42.736] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
2032a675,[17:13:42.740] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2306,1
57652ddd,[17:13:42.741] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2092,1
b1cbf310,[17:13:45.905] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
47b71ac4,[17:13:46.390] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7f92413e3000) rejecting report of layer being serviced - IQ has not yet begun to update,1
adbda082,Failed to connect  outlet from  to  missing setter or instance variable,39
7cdb946f,<*>(32525) deny ipc-posix-sem SandboxingDetectionTest,1
67afd6f7,FA||Url||taskID[2019353187] dealloc,1
905baed9,[17:19:11.340] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
0f7993e6,[17:19:11.342] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7f9242554200) rejecting report of layer being serviced - IQ has not yet begun to update,1
e7e67398,[17:19:14.995] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
5267d3c7,[17:19:15.009] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
c301416c,[17:19:15.033] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
35a0c39a,[17:19:15.140] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
d371fd4d,[17:19:15.148] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2306,1
b391befc,[17:19:15.149] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
a7da6734,[17:19:15.158] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
2483344b,[17:19:15.159] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
13e0ee03,[17:19:15.164] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
6629ab67,[17:19:15.165] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
1ba45aae,[17:19:15.169] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2092,1
d4a22804,[17:19:15.176] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
2d4fde88,FA||Url||taskID[2019353188] dealloc,1
f406fdbb,FA||Url||taskID[2019353189] dealloc,1
a99c3991,[17:27:52.418] vtDecompressionDuctCreate signalled err=-12913 (err) (Could not select and open decoder instance) at /Library/Caches/<*>/Sources/CoreMedia_frameworks/<*>/Sources/VideoToolbox/VTDecompressionSession.c line 1296,1
bb02dcba,FA||Url||taskID[2019353190] dealloc,1
5fcf6cad,FA||Url||taskID[2019353191] dealloc,1
705350d6,Session 101743 created,1
1b41bad2,Session 101741 destroyed,1
856b413e,[17:39:06.115] vtDecompressionDuctCreate signalled err=-12913 (err) (Could not select and open decoder instance) at /Library/Caches/<*>/Sources/CoreMedia_frameworks/<*>/Sources/VideoToolbox/VTDecompressionSession.c line 1296,1
b06cb1e7,<*>(32544) deny ipc-posix-sem SandboxingDetectionTest,2
ac6e8752,FA||Url||taskID[2019353192] dealloc,1
1e27797b,[17:42:37.650] vtDecompressionDuctCreate signalled err=-12913 (err) (Could not select and open decoder instance) at /Library/Caches/<*>/Sources/CoreMedia_frameworks/<*>/Sources/VideoToolbox/VTDecompressionSession.c line 1296,1
ad6837c4,Sandbox: <*>(32544) deny(1) ipc-posix-sem SandboxingDetectionTest,1
096598bc,[17:44:02.393] vtDecompressionDuctCreate signalled err=-12913 (err) (Could not select and open decoder instance) at /Library/Caches/<*>/Sources/CoreMedia_frameworks/<*>/Sources/VideoToolbox/VTDecompressionSession.c line 1296,1
229311b8,FA||Url||taskID[2019353193] dealloc,1
cef038f7,FA||Url||taskID[2019353194] dealloc,1
3cf54098,FA||Url||taskID[2019353195] dealloc,1
a3c28a9b,FA||Url||taskID[2019353196] dealloc,1
0627f27f,FA||Url||taskID[2019353197] dealloc,1
412d834e,18:06:46.795 : BTLE scanner Powered Off,1
eccd2222,18:08:56.142 : BTLE scanner Powered ,2
f7c17a44,[0702/180856:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
e7a8f5ca,[18:08:56.173] <<<< CRABS >>>> crabsFlumeHostUnavailable:  Byte flume reports host unavailable.,2
5883528f,"[18:08:56.174] <<<< CRABS >>>> crabsFlumeConnectionToHostLost: [0x7f9245213640] Byte flume reports connection to host lost. No error specified, using kCFURLErrorCannotConnectToHost.",1
3a7dcf14,[18:09:00.362] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
29896d55,FA||Url||taskID[2019353198] dealloc,1
354b3a6c,<*>(32606) deny network-outbound /private/var/run/mDNSResponder,4
c679db6d,ARPT: 661584.954899: wlc_dump_aggfifo:,1
74dd19dc,-[SOAPParser:0x7f8bf4d29540 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
96acf50c,18:22:35.407 : BTLE scanner Powered On,1
f1155674,<*>(32615) deny network-outbound /private/var/run/mDNSResponder,3
12434e3a,-[SOAPParser:0x7f91115c6020 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
533905c2,18:35:12.476 : BTLE scanner Powered On,1
3fccfb6a,[0702/183513:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
f3887f9a,[18:35:13.202] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
d851981b,[18:35:15.359] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
ee63d11a,SysAdmChk: Throttling activity execution. memFlags:0x0 thermalLevel:0x1,22
bab568a4,FA||Url||taskID[2019353199] dealloc,1
3c49eacb,<*>(32626) deny network-outbound /private/var/run/mDNSResponder,6
b3027bfb,-[SOAPParser:0x7fc29d268c70 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
b54d2e51,18:37:25.472 : BTLE scanner Powered On,1
1e45c2af,[18:37:25.851] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
e3aaa58a,[0702/183726:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
4a8b4629,[18:37:30.383] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
be7cfd7a,FA||Url||taskID[2019353200] dealloc,1
0814c4fd,<*>(32634) deny network-outbound /private/var/run/mDNSResponder,1
1dedaf0b,-[SOAPParser:0x7fa8e1f7a950 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
df5f81c7,18:38:31.474 : BTLE scanner Powered On,1
b036eca7,18:38:31.475 : BTLE scanner Powered On,1
a93e3c4b,[18:38:31.642] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
d02375fe,ARPT: 661761.774650: wlc_dump_aggfifo:,1
a601bd17,[0702/183832:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
58f40a8a,[18:38:36.473] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
1489da72,FA||Url||taskID[2019353201] dealloc,1
f7f4b1dd,<*>(32643) deny network-outbound /private/var/run/mDNSResponder,5
6bad5858,FA||Url||taskID[2019353202] dealloc,1
8e216cff,-[SOAPParser:0x7f839c4453e0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
d8633670,18:40:01.529 : BTLE scanner Powered On,1
28a7c59d,[18:40:01.751] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
e1d00cda,[0702/184002:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
853c6ba1,[18:40:07.384] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
49b63391,FA||Url||taskID[2019353203] dealloc,1
c3f36801,(DiskStore.Normal:2382) 20cb04f 1.002464,1
f8b2f657,<*>(32655) deny network-outbound /private/var/run/mDNSResponder,7
eb816929,-[SOAPParser:0x7fb29b586090 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
064ae605,18:53:41.403 : BTLE scanner Powered On,1
